INSTNM,Agriculture,Natural Resources and Conservation,Architecture,Communication,Communications Technologies/Technicians,Computer And Information Sciences,Personal And Culinary Services,Education,Engineering,Engineering Technologies,"Foreign Languages, Literatures, And Linguistics",Family And Consumer Sciences/Human Sciences,Legal Professions And Studies,English Language And Literature/Letters,Liberal Arts And Sciences,Library Science,Biological And Biomedical Sciences,Mathematics And Statistics,Military Technologies And Applied Sciences,Multi/Interdisciplinary Studies,"Parks, Recreation, Leisure, And Fitness Studies",Philosophy And Religious Studies,Theology And Religious Vocations,Physical Sciences,Science Technologies/Technicians,Psychology,"Homeland Security, Law Enforcement, Firefighting And Related Protective Services", Public Administration And Social Service Professions,Social Sciences,Construction Trades,Mechanic And Repair Technologies/Technicians,Precision Production,Transportation And Materials Moving,Visual And Performing Arts,Health Professions And Related Programs,"Business, Management, Marketing, And Related Support Services",History
Arizona Western College,0.5499999999999999,0.0,0.0,0.18,0.05,0.73,0.6799999999999999,3.47,1.09,1.0,0.18,1.1900000000000002,0.41000000000000003,0.41000000000000003,46.33,0.0,0.36,0.8699999999999999,0.0,0.0,0.36,0.05,0.0,0.7799999999999999,0.0,0.0,4.79,0.0,3.15,13.91,3.9699999999999998,0.41000000000000003,0.0,0.7799999999999999,10.620000000000001,3.56,0.13999999999999999
University of Arizona,1.97,1.43,1.06,4.77,0.0,3.36,0.0,3.9699999999999998,7.28,0.38999999999999996,2.35,1.81,0.61,1.9300000000000002,0.0,0.0,10.36,1.28,0.0,7.57,0.35000000000000003,0.96,0.0,2.07,0.06999999999999999,5.7,1.9900000000000002,0.86,7.91,0.0,0.0,0.0,0.0,3.8,8.43,14.97,0.9299999999999999
Southwest University of Visual Arts-Tucson,0.0,0.0,0.0,6.67,26.669999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0
Central Arizona College,1.67,0.0,0.0,0.53,0.44,1.1400000000000001,1.4,2.2800000000000002,0.09,1.49,0.0,4.29,0.0,0.0,53.290000000000006,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,1.67,0.0,0.0,3.2399999999999998,1.31,3.0700000000000003,0.96,1.4,13.76,7.62,0.0
Brown Mackie College-Tucson,0.0,0.0,0.0,0.0,0.0,10.24,0.0,0.0,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.560000000000002,0.0,0.0,0.0,0.0,0.0,0.0,2.36,36.22,13.389999999999999,0.0
Charles of Italy Beauty College,0.0,0.0,0.0,0.0,0.0,0.0,74.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.81,0.0,0.0
Cochise County Community College District,0.0,0.0,0.0,0.47000000000000003,0.1,1.97,0.73,4.1,0.1,1.76,0.0,0.0,0.0,0.21,19.35,0.0,0.21,0.1,44.190000000000005,0.0,0.52,0.05,0.0,0.0,0.0,1.4,1.76,0.36,0.41000000000000003,1.1400000000000001,2.13,1.04,0.21,0.31,15.509999999999998,1.87,0.0
Empire Beauty School-Flagstaff,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Empire Beauty School-Chandler,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cortiva Institute-Tucson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Avalon School of Cosmetology-Mesa,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern Arizona College,0.84,0.06999999999999999,0.0,0.06999999999999999,0.42,0.35000000000000003,2.45,1.68,0.0,2.17,0.21,0.0,0.0,0.06999999999999999,13.59,0.0,0.06999999999999999,0.5599999999999999,0.0,6.38,0.42,0.0,0.0,0.13999999999999999,0.0,0.13999999999999999,3.5000000000000004,0.0,0.27999999999999997,1.7500000000000002,23.830000000000002,2.52,0.0,1.26,19.48,17.66,0.06999999999999999
Embry-Riddle Aeronautical University-Prescott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9199999999999999,0.0,0.0,0.0,5.96,0.0,1.15,2.75,0.0,13.76,0.0,0.0,0.0,26.38,0.0,0.0,9.4,0.0
School of Architecture at Taliesin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glendale Community College,0.0,0.06999999999999999,0.0,0.31,0.42,2.33,0.0,2.68,0.0,0.9400000000000001,0.16,0.02,0.0,0.06999999999999999,52.75,0.0,0.0,0.0,0.0,5.59,1.1,0.0,0.0,4.51,0.02,0.0,2.4,0.0,0.0,0.0,2.25,0.0,0.0,0.9199999999999999,14.069999999999999,9.39,0.0
Grand Canyon University,0.0,0.0,0.0,1.39,0.0,0.0,0.0,11.51,0.0,0.0,0.0,0.0,0.0,0.5499999999999999,0.0,0.0,1.9900000000000002,0.0,0.0,0.0,1.6099999999999999,0.0,2.35,0.0,0.0,0.0,3.56,7.93,0.13999999999999999,0.0,0.0,0.0,0.0,0.95,54.35,13.239999999999998,0.44
GateWay Community College,0.0,0.0,0.0,0.0,0.0,1.9800000000000002,0.0,0.0,0.0,1.91,0.0,0.0,0.9199999999999999,0.0,10.11,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,5.09,7.84,2.54,0.0,10.81,54.13,4.03,0.0
Mesa Community College,0.19,0.13999999999999999,0.0,0.0,0.8200000000000001,4.8,0.05,1.6199999999999999,0.0,1.8000000000000003,0.13999999999999999,0.75,0.0,0.02,54.11,0.0,0.0,0.0,0.0,4.4799999999999995,0.09,0.0,0.0,4.4799999999999995,0.05,0.0,2.91,0.0,0.19,0.12,0.9400000000000001,0.59,0.27999999999999997,2.23,7.920000000000001,11.3,0.0
Mohave Community College,0.0,0.0,0.0,0.0,0.0,3.9,2.37,1.25,0.7,0.0,0.0,0.0,0.42,0.42,11.84,0.0,0.42,0.27999999999999997,0.0,2.23,0.0,0.0,0.0,0.13999999999999999,0.0,0.0,5.57,0.0,4.74,0.27999999999999997,5.99,1.11,0.0,17.83,29.39,11.0,0.13999999999999999
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Dine College,0.0,1.3,7.79,0.0,0.0,2.6,0.0,9.74,0.0,0.0,0.0,0.0,0.0,0.0,11.04,0.0,1.95,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,20.13,0.0,0.0,0.0,0.0,2.6,20.78,19.48,0.0
Northern Arizona University,0.0,3.32,0.12,4.79,0.0,0.95,0.0,9.520000000000001,5.11,0.0,0.67,0.0,0.11,2.06,9.75,0.0,5.66,0.5,0.0,1.02,2.94,0.2,0.0,1.53,1.43,3.91,0.09,1.6400000000000001,7.1499999999999995,0.0,0.0,0.0,0.0,3.0700000000000003,13.36,20.6,0.51
Northland Pioneer College,0.0,0.0,0.0,0.0,0.0,2.6599999999999997,2.76,6.660000000000001,1.9,4.47,0.0,0.0,0.0,0.0,7.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,2.85,7.04,46.050000000000004,0.0,0.19,11.23,4.760000000000001,0.0
Ottawa University-Phoenix,0.0,0.0,0.0,4.93,0.0,0.7,0.0,25.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,11.27,2.11,14.08,0.0,0.0,0.0,0.0,0.0,0.0,11.27,29.580000000000002,0.0
Phoenix College,0.0,0.0,0.05,0.0,0.24,1.3599999999999999,0.73,1.02,0.0,0.24,1.94,1.7500000000000002,4.61,0.0,39.45,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,3.7800000000000002,0.0,0.0,5.63,0.0,0.0,0.0,0.0,0.0,0.0,1.9900000000000002,22.32,11.74,0.0
Cortiva Institute-Scottsdale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Pima Community College,0.0,0.0,0.0,0.13999999999999999,0.05,1.51,0.6,2.76,0.63,0.5499999999999999,0.42,0.04,0.51,0.0,53.22,0.0,0.09,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,2.39,0.67,0.45999999999999996,0.9900000000000001,8.260000000000002,0.69,0.83,1.3599999999999999,17.29,6.29,0.0
Pima Medical Institute-Tucson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Pima Medical Institute-Albuquerque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Prescott College,0.0,24.14,0.0,0.0,0.0,0.0,0.0,21.55,0.0,0.0,0.0,0.0,0.0,3.45,2.59,0.0,0.0,0.0,0.0,7.76,9.48,0.0,0.0,0.0,0.0,24.14,0.0,0.0,4.31,0.0,0.0,0.0,0.0,0.86,1.72,0.0,0.0
Refrigeration School Inc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rio Salado College,0.0,0.0,0.0,0.0,4.42,5.06,0.0,1.4,0.0,0.02,0.31,0.31,1.44,0.06,5.390000000000001,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.44999999999999996,0.0,0.0,36.620000000000005,0.08,0.0,4.83,1.97,1.3,0.08,4.81,3.7800000000000002,26.790000000000003,0.0
Roberto-Venn School of Luthiery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Hair Academy of Safford,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scottsdale Community College,0.75,0.0,0.0,0.0,1.32,3.62,3.39,0.63,0.0,0.45999999999999996,0.0,0.0,0.75,0.0,49.66,0.0,0.0,0.0,0.0,2.9899999999999998,1.38,0.0,0.0,3.1,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,8.959999999999999,7.6899999999999995,13.200000000000001,0.0
South Mountain Community College,0.0,0.31,0.0,0.0,0.52,7.53,0.0,1.7500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,38.6,0.0,0.0,0.0,0.0,4.75,0.41000000000000003,0.0,0.0,4.130000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.480000000000004,1.44,9.08,0.0
Arizona Christian University,0.0,0.0,0.0,5.67,0.0,0.0,0.0,18.44,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,7.090000000000001,0.0,0.0,0.0,0.0,0.0,14.89,0.0,0.0,15.6,0.0,0.0,3.55,0.0,0.0,0.0,0.0,1.4200000000000002,0.0,31.209999999999997,0.0
Universal Technical Institute of Arizona Inc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Western International University,0.0,0.0,0.0,0.47000000000000003,0.0,5.63,0.0,0.0,0.0,0.0,0.0,0.0,1.8800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,14.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,75.12,0.0
Empire Beauty School-NW Phoenix,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yavapai College,3.7199999999999998,0.0,0.0,0.0,0.0,3.3000000000000003,1.1,3.11,0.12,0.49,0.0,0.0,0.9199999999999999,0.31,27.589999999999996,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,6.59,0.37,0.0,0.73,11.84,3.66,0.73,2.08,26.31,6.9,0.0
University of Arkansas at Little Rock,0.0,0.0,0.0,4.2700000000000005,0.0,2.71,0.0,3.01,2.77,4.15,3.61,0.0,0.0,3.19,9.39,0.0,3.55,0.9000000000000001,0.0,0.24,0.0,0.36,0.0,1.44,0.0,5.12,7.89,2.35,2.53,0.0,0.0,0.0,0.0,3.0700000000000003,25.05,13.489999999999998,0.9000000000000001
University of Arkansas for Medical Sciences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Arkansas Baptist College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21,0.0,0.0,0.0,0.0,0.0,0.0,53.13,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,3.1300000000000003,16.669999999999998,0.0,0.0,0.0,0.0,0.0,4.17,0.0,13.54,0.0
Arkansas Beauty School-Little Rock,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas Beauty College,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lyon College,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,0.0,0.0,21.240000000000002,6.1899999999999995,0.0,0.0,0.0,1.77,0.0,4.42,0.0,23.89,0.0,0.0,8.85,0.0,0.0,0.0,0.0,4.42,0.0,12.389999999999999,7.08
Arkansas College of Barbering and Hair Design,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur's Beauty College Inc-Fort Smith,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
University of Arkansas,4.15,0.5700000000000001,0.04,6.52,0.0,1.26,0.0,3.0300000000000002,10.56,0.0,0.8200000000000001,4.66,0.0,1.9900000000000002,0.0,0.0,4.390000000000001,0.6799999999999999,0.0,0.22,6.58,0.22,0.0,1.94,0.0,3.2199999999999998,1.7000000000000002,1.26,5.06,0.0,0.0,0.0,0.0,3.05,9.67,25.64,1.7000000000000002
University of Arkansas at Pine Bluff,5.58,1.7000000000000002,0.0,4.37,0.0,2.4299999999999997,0.0,7.5200000000000005,0.0,5.1,0.0,7.04,0.0,2.18,9.71,0.0,14.56,1.46,0.0,0.0,0.0,0.0,0.0,2.67,0.0,3.64,7.04,3.88,2.67,0.0,0.0,0.0,0.0,1.7000000000000002,5.83,10.92,0.0
Arkansas State University-Beebe,1.72,0.06,0.0,0.0,0.0,0.0,0.0,3.45,0.0,6.47,0.0,1.11,0.0,0.0,31.900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02,0.0,0.0,0.0,15.15,9.11,0.0,0.5499999999999999,19.15,4.31,0.0
Arkansas State University-Main Campus,4.07,0.77,0.0,3.08,0.0,1.67,0.0,8.219999999999999,2.87,0.47000000000000003,0.16999999999999998,0.0,0.0,0.73,25.16,0.0,3.6799999999999997,0.5599999999999999,0.0,0.16999999999999998,4.32,0.3,0.0,1.28,0.0,2.7,0.3,2.0500000000000003,4.75,0.0,0.0,0.0,0.0,1.5,18.1,12.67,0.43
Arkansas Tech University,1.8800000000000001,0.5499999999999999,0.12,2.2399999999999998,0.0,1.8800000000000001,0.9000000000000001,7.539999999999999,3.3000000000000003,2.32,0.31,0.59,0.0,0.86,5.3,0.0,1.22,0.38999999999999996,0.0,9.5,0.9400000000000001,0.0,0.0,0.59,0.0,2.86,6.239999999999999,0.43,1.26,0.0,3.5700000000000003,2.67,0.0,0.9400000000000001,28.610000000000003,12.64,0.35000000000000003
University of Arkansas at Monticello,2.91,0.86,0.0,0.97,0.0,0.0,0.0,1.83,0.0,3.88,0.32,4.31,0.0,1.4,23.810000000000002,0.0,1.6199999999999999,0.0,0.0,5.28,3.2300000000000004,0.0,0.0,0.86,0.0,1.83,2.16,0.75,0.54,0.0,6.25,4.96,0.32,1.6199999999999999,20.369999999999997,9.16,0.75
Arthur's Beauty College Inc-Jacksonville,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baptist Health College Little Rock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Black River Technical College,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.57,0.0,0.0,0.0,0.0,13.699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,16.49,0.0,0.0,0.0,7.180000000000001,1.46,0.0,0.0,46.410000000000004,2.39,0.0
University of Central Arkansas,0.0,1.34,0.0,3.2099999999999995,0.0,1.6400000000000001,0.0,7.89,0.0,0.0,0.9900000000000001,6.49,0.0,3.3300000000000005,2.92,0.0,5.319999999999999,1.23,0.0,0.76,4.21,0.53,0.0,2.16,0.0,7.07,0.0,0.53,6.370000000000001,0.0,0.0,0.0,0.0,5.84,17.88,18.12,2.16
Central Baptist College,0.0,0.0,0.0,2.53,0.0,0.0,0.0,6.329999999999999,0.0,0.0,0.0,0.0,0.0,1.27,10.76,0.0,2.53,0.0,0.0,0.0,12.030000000000001,0.0,15.82,0.0,0.0,11.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,34.18,0.63
Cossatot Community College of the University of Arkansas,2.6,0.16999999999999998,0.0,0.8699999999999999,0.0,0.0,2.4299999999999997,3.29,0.0,0.0,0.0,0.69,0.0,0.0,7.28,0.0,0.0,0.0,0.0,4.8500000000000005,0.0,0.0,0.0,0.0,0.0,1.04,0.8699999999999999,0.0,0.0,0.0,13.69,30.680000000000003,0.0,0.0,26.0,5.55,0.0
Crowley's Ridge College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.779999999999998,0.0,0.0,0.0,0.0,0.0,0.0,44.440000000000005,0.0,0.0,0.0,0.0,0.0,5.56,13.889999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0
Crowley's Ridge Technical Institute,0.0,0.0,0.0,0.0,0.0,0.0,7.24,0.0,0.0,3.95,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,15.790000000000001,11.18,16.45,0.0,30.919999999999998,9.21,0.0
East Arkansas Community College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.220000000000001,0.0,0.0,0.0,0.0,50.370000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6100000000000003,0.0,0.0,0.0,16.04,0.37,0.0,0.0,19.4,5.970000000000001,0.0
Eastern College of Health Vocations-Little Rock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Imagine-Paul Mitchell Partner School,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
National Park College,0.0,0.0,0.0,0.0,0.0,4.75,0.0,2.2800000000000002,0.5700000000000001,0.0,0.0,0.5700000000000001,0.19,0.0,24.9,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,19.580000000000002,8.94,0.0,5.7,21.67,6.65,0.0
University of Arkansas Community College-Batesville,0.0,0.0,0.0,0.0,0.0,0.0,5.34,7.42,0.0,0.0,0.0,0.0,0.0,0.0,21.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9299999999999999,0.0,0.0,0.0,4.64,9.51,0.0,0.0,43.62,7.42,0.0
Harding University,0.0,0.0,0.0,5.64,0.0,5.8500000000000005,0.0,14.32,2.6100000000000003,0.0,1.25,1.9900000000000002,0.0,1.15,7.31,0.0,4.279999999999999,0.9400000000000001,0.0,0.63,5.43,0.0,4.18,0.42,0.0,4.279999999999999,2.09,3.45,0.84,0.0,0.0,0.0,0.0,4.08,11.91,16.61,0.73
Henderson State University,0.0,0.0,0.0,3.09,0.0,0.5499999999999999,0.0,15.82,0.0,0.0,0.36,4.36,0.0,1.82,12.18,0.0,2.55,1.4500000000000002,0.0,0.0,5.45,0.0,0.0,2.18,0.0,7.449999999999999,1.09,5.45,2.36,0.0,0.0,0.0,2.18,7.090000000000001,10.73,13.639999999999999,0.18
Hendrix College,0.0,1.23,0.0,0.0,0.0,3.37,0.0,0.9199999999999999,0.0,0.0,3.37,0.0,0.0,5.83,0.0,0.0,20.25,2.76,0.0,3.37,0.61,1.53,0.0,7.359999999999999,0.0,10.12,0.0,0.0,23.62,0.0,0.0,0.0,0.0,2.45,6.4399999999999995,3.0700000000000003,3.6799999999999997
Hot Springs Beauty College,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jefferson Regional Medical Center School of Nursing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
John Brown University,0.0,0.0,0.0,3.0700000000000003,0.0,0.0,0.0,4.25,9.67,0.0,0.24,4.95,0.0,0.9400000000000001,3.3000000000000003,0.0,2.83,0.24,0.0,1.8900000000000001,1.8900000000000001,0.47000000000000003,3.0700000000000003,0.47000000000000003,0.0,1.6500000000000001,0.0,0.0,1.18,0.0,0.0,0.0,0.0,12.26,0.0,46.7,0.9400000000000001
Career Academy of Hair Design,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Academy of Salon and Spa,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas State University Mid-South,0.0,0.0,0.0,0.9000000000000001,0.0,1.6199999999999999,5.94,1.44,0.0,4.5,0.0,0.0,0.0,0.0,12.770000000000001,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.57,19.96,0.0,5.76,26.619999999999997,4.5,0.0
