CIPDESC,INSTNM,MD_EARN_WNE
"Psychology, General.",Wagner College,24500
"Psychology, General.",University of Wisconsin-Parkside,25900
"Psychology, General.",University of Wisconsin-Milwaukee,28800
"Psychology, General.",University of Scranton,25500
"Psychology, General.",University of South Alabama,25000
"Psychology, General.",University of South Carolina-Aiken,21900
"Psychology, General.",University of South Carolina-Beaufort,25200
"Psychology, General.",University of South Carolina-Upstate,27800
"Psychology, General.",University of South Dakota,31100
"Psychology, General.",University of South Florida-Main Campus,28000
"Psychology, General.",University of South Florida-Sarasota-Manatee,28000
"Psychology, General.",University of South Florida-St Petersburg,28000
"Psychology, General.",University of Southern California,31700
"Psychology, General.",University of Southern Indiana,25600
"Psychology, General.",University of Southern Maine,30200
"Psychology, General.",University of Southern Mississippi,21000
"Psychology, General.",University of St Thomas,32500
"Psychology, General.",University of Toledo,25500
"Psychology, General.",University of Utah,30300
"Psychology, General.",University of Vermont,30100
"Psychology, General.",University of Virginia-Main Campus,35700
"Psychology, General.",University of Washington-Seattle Campus,32800
"Psychology, General.",University of Washington-Tacoma Campus,32800
"Psychology, General.",University of West Georgia,25200
"Psychology, General.",University of Wisconsin-Eau Claire,27800
"Psychology, General.",University of Wisconsin-Green Bay,27200
"Psychology, General.",University of Wisconsin-La Crosse,26900
"Psychology, General.",University of Wisconsin-Madison,31800
"Psychology, General.",University of Wisconsin-Oshkosh,27100
"Psychology, General.",University of San Francisco,35600
"Psychology, General.",Wake Forest University,32600
"Psychology, General.",Washburn University,28000
"Psychology, General.",Wichita State University,26400
"Psychology, General.",Widener University,32300
"Psychology, General.",Wilkes University,30000
"Psychology, General.",Willamette University,30000
"Psychology, General.",William Carey University,20200
"Psychology, General.",William Jessup University,30300
"Psychology, General.",William Jewell College,28500
"Psychology, General.",William Paterson University of New Jersey,30900
"Psychology, General.",William Peace University,25500
"Psychology, General.",Williams College,36100
"Psychology, General.",Wilmington University,30200
"Psychology, General.",Wingate University,28400
"Psychology, General.",Winona State University,28600
"Psychology, General.",Winston-Salem State University,21700
"Psychology, General.",Winthrop University,22800
"Psychology, General.",Wisconsin Lutheran College,29300
"Psychology, General.",Worcester State University,31100
"Psychology, General.",Wright State University-Lake Campus,27500
"Psychology, General.",Wright State University-Main Campus,27500
"Psychology, General.",Xavier University,27500
"Psychology, General.",Xavier University of Louisiana,23000
"Psychology, General.",Yale University,41300
"Psychology, General.",York College of Pennsylvania,34200
"Psychology, General.",Youngstown State University,23700
"Psychology, General.",Pace University,27600
"Psychology, General.",Whitworth University,25200
"Psychology, General.",Walden University,46466
"Psychology, General.",Whittier College,25300
"Psychology, General.",Wheaton College,23700
"Psychology, General.",Washington & Jefferson College,30000
"Psychology, General.",Washington College,32700
"Psychology, General.",Washington State University,31100
"Psychology, General.",Washington University in St Louis,28200
"Psychology, General.",Wayne State University,30100
"Psychology, General.",Weber State University,26400
"Psychology, General.",Webster University,26200
"Psychology, General.",Wellesley College,39100
"Psychology, General.",Wells College,19200
"Psychology, General.",West Chester University of Pennsylvania,37300
"Psychology, General.",West Hills College-Coalinga,58900
"Psychology, General.",West Texas A & M University,28200
"Psychology, General.",West Virginia State University,22800
"Psychology, General.",West Virginia University,27100
"Psychology, General.",West Virginia University Institute of Technology,27100
"Psychology, General.",Western Carolina University,23900
"Psychology, General.",Western Connecticut State University,29200
"Psychology, General.",Western Illinois University,27400
"Psychology, General.",Western Kentucky University,30350
"Psychology, General.",Western Michigan University,28100
"Psychology, General.",Western Oregon University,29100
"Psychology, General.",Western State Colorado University,24700
"Psychology, General.",Western Washington University,28600
"Psychology, General.",Westfield State University,36950
"Psychology, General.",Westminster College,24200
"Psychology, General.",Whitman College,27900
"Psychology, General.",University of San Diego,27100
"Psychology, General.",University of Rochester,34700
"Psychology, General.",University of Richmond,35600
"Psychology, General.",University of Colorado Colorado Springs,24800
"Psychology, General.",University of Colorado Denver/Anschutz Medical Campus,31900
"Psychology, General.",University of Connecticut,44950
"Psychology, General.",University of Dayton,28400
"Psychology, General.",University of Denver,33900
"Psychology, General.",University of Florida,44250
"Psychology, General.",University of Florida-Online,25000
"Psychology, General.",University of Georgia,26700
"Psychology, General.",University of Hartford,24300
"Psychology, General.",University of Hawaii at Hilo,22500
"Psychology, General.",University of Hawaii at Manoa,27000
"Psychology, General.",University of Houston,30600
"Psychology, General.",University of Houston-Clear Lake,35250
"Psychology, General.",University of Houston-Downtown,35000
"Psychology, General.",University of Houston-Victoria,31300
"Psychology, General.",University of Idaho,25900
"Psychology, General.",University of Illinois at Chicago,28800
"Psychology, General.",University of Illinois at Springfield,26500
"Psychology, General.",University of Illinois at Urbana-Champaign,30200
"Psychology, General.",University of Indianapolis,30700
"Psychology, General.",University of Iowa,29800
"Psychology, General.",University of Kansas,27900
"Psychology, General.",University of Kentucky,26000
"Psychology, General.",University of La Verne,25500
"Psychology, General.",University of Louisiana at Lafayette,23300
"Psychology, General.",University of Colorado Boulder,31600
"Psychology, General.",University of Louisiana at Monroe,26600
"Psychology, General.",University of Cincinnati-Main Campus,32700
"Psychology, General.",University of Central Oklahoma,30900
"Psychology, General.",Universidad Ana G. Mendez-Carolina Campus,18700
"Psychology, General.",Universidad Ana G. Mendez-Cupey Campus,12900
"Psychology, General.",Universidad Ana G. Mendez-Gurabo Campus,11300
"Psychology, General.",University at Buffalo,27700
"Psychology, General.",University of Akron Main Campus,27000
"Psychology, General.",University of Alabama at Birmingham,26100
"Psychology, General.",University of Alaska Anchorage,37600
"Psychology, General.",University of Alaska Fairbanks,26500
"Psychology, General.",University of Arizona,31700
"Psychology, General.",University of Arizona-South,31700
"Psychology, General.",University of Arkansas,29500
"Psychology, General.",University of Arkansas at Little Rock,23800
"Psychology, General.",University of Arkansas at Pine Bluff,25600
"Psychology, General.",University of Arkansas-Fort Smith,25700
"Psychology, General.",University of Bridgeport,34300
"Psychology, General.",University of California-Berkeley,35700
"Psychology, General.",University of California-Irvine,25900
"Psychology, General.",University of California-Los Angeles,41550
"Psychology, General.",University of California-Merced,27000
"Psychology, General.",University of California-Riverside,22400
"Psychology, General.",University of California-San Diego,28900
"Psychology, General.",University of California-Santa Cruz,25800
"Psychology, General.",University of Central Arkansas,26700
"Psychology, General.",University of Central Florida,27800
"Psychology, General.",University of Central Missouri,27300
"Psychology, General.",University of Chicago,39600
"Psychology, General.",University of Louisville,29700
"Psychology, General.",University of Maine,27700
"Psychology, General.",University of Maine at Farmington,28900
"Psychology, General.",University of North Carolina at Asheville,22700
"Psychology, General.",University of North Carolina at Chapel Hill,28100
"Psychology, General.",University of North Carolina at Charlotte,26500
"Psychology, General.",University of North Carolina at Greensboro,24200
"Psychology, General.",University of North Carolina at Pembroke,22400
"Psychology, General.",University of North Dakota,31400
"Psychology, General.",University of North Florida,27100
"Psychology, General.",University of North Georgia,29600
"Psychology, General.",University of North Texas,29900
"Psychology, General.",University of Northern Colorado,27500
"Psychology, General.",University of Northern Iowa,30600
"Psychology, General.",University of Northwestern-St Paul,30700
"Psychology, General.",University of Notre Dame,35100
"Psychology, General.",University of Oklahoma-Norman Campus,53450
"Psychology, General.",University of Oregon,27400
"Psychology, General.",University of Pennsylvania,35500
"Psychology, General.",University of Pittsburgh-Bradford,29500
"Psychology, General.",University of Pittsburgh-Greensburg,29500
"Psychology, General.",University of Pittsburgh-Johnstown,29500
"Psychology, General.",University of Pittsburgh-Pittsburgh Campus,29500
"Psychology, General.",University of Portland,30900
"Psychology, General.",University of Puerto Rico-Rio Piedras,13500
"Psychology, General.",University of Puget Sound,29800
"Psychology, General.",University of Redlands,27800
"Psychology, General.",University of Rhode Island,30400
"Psychology, General.",University of North Carolina Wilmington,32400
"Psychology, General.",University of New Orleans,26800
"Psychology, General.",University of New Mexico-Main Campus,25800
"Psychology, General.",University of New Hampshire-Main Campus,30900
"Psychology, General.",University of Mary Washington,28000
"Psychology, General.",University of Maryland-Baltimore County,28200
"Psychology, General.",University of Maryland-College Park,34800
"Psychology, General.",University of Maryland-University College,34900
"Psychology, General.",University of Massachusetts-Amherst,33200
"Psychology, General.",University of Massachusetts-Boston,35000
"Psychology, General.",University of Massachusetts-Dartmouth,29500
"Psychology, General.",University of Massachusetts-Lowell,41200
"Psychology, General.",University of Memphis,24600
"Psychology, General.",University of Miami,21900
"Psychology, General.",University of Michigan-Dearborn,28800
"Psychology, General.",University of Michigan-Flint,19600
"Psychology, General.",Tuskegee University,21700
"Psychology, General.",University of Minnesota-Duluth,32300
"Psychology, General.",University of Minnesota-Twin Cities,34000
"Psychology, General.",University of Mississippi,22400
"Psychology, General.",University of Missouri-Columbia,28700
"Psychology, General.",University of Missouri-Kansas City,30300
"Psychology, General.",University of Montevallo,23800
"Psychology, General.",University of Mount Union,24600
"Psychology, General.",University of Nebraska at Kearney,25300
"Psychology, General.",University of Nebraska at Omaha,26500
"Psychology, General.",University of Nebraska-Lincoln,39650
"Psychology, General.",University of Nevada-Las Vegas,28200
"Psychology, General.",University of Nevada-Reno,27900
"Psychology, General.",University of New Hampshire at Manchester,30900
"Psychology, General.",University of Minnesota-Morris,26500
"Psychology, General.",Our Lady of the Lake University,28500
"Psychology, General.",University of New Haven,26200
"Psychology, General.",Oregon State University,28600
"Psychology, General.",Central New Mexico Community College,23900
"Psychology, General.",Central State University,25600
"Psychology, General.",Central Washington University,30900
"Psychology, General.",Chaminade University of Honolulu,26700
"Psychology, General.",Chapman University,30900
"Psychology, General.",Chestnut Hill College,21600
"Psychology, General.",Chicago State University,24800
"Psychology, General.",Christopher Newport University,31100
"Psychology, General.",Claremont Graduate University,59900
"Psychology, General.",Clark Atlanta University,19900
"Psychology, General.",Clark University,28900
"Psychology, General.",Clarke University,29600
"Psychology, General.",Clemson University,27900
"Psychology, General.",Cleveland State University,34850
"Psychology, General.",Coastal Carolina University,25500
"Psychology, General.",Coe College,26900
"Psychology, General.",Colby-Sawyer College,32500
"Psychology, General.",Colgate University,43100
"Psychology, General.",College of Charleston,24600
"Psychology, General.",College of Coastal Georgia,25600
"Psychology, General.",College of Mount Saint Vincent,24800
"Psychology, General.",College of Saint Benedict,31200
"Psychology, General.",College of Saint Elizabeth,25400
"Psychology, General.",College of Southern Nevada,17600
"Psychology, General.",College of Staten Island CUNY,28100
"Psychology, General.",Central Michigan University,28300
"Psychology, General.",College of William and Mary,32000
"Psychology, General.",Otterbein University,30700
"Psychology, General.",Central Methodist University-College of Graduate and Extended Studies,26100
"Psychology, General.",California State University-Fresno,21900
"Psychology, General.",California State University-Fullerton,27400
"Psychology, General.",California State University-Long Beach,29000
"Psychology, General.",California State University-Monterey Bay,26900
"Psychology, General.",California State University-Northridge,25700
"Psychology, General.",California State University-Sacramento,30400
"Psychology, General.",California State University-San Bernardino,26100
"Psychology, General.",California State University-San Marcos,28700
"Psychology, General.",California State University-Stanislaus,26100
"Psychology, General.",California University of Pennsylvania,26400
"Psychology, General.",Calvin College,26300
"Psychology, General.",Cameron University,24600
"Psychology, General.",Campbell University,28700
"Psychology, General.",Capella University,44366
"Psychology, General.",Capital University,27600
"Psychology, General.",Carleton College,29700
"Psychology, General.",Carlow University,24900
"Psychology, General.",Carnegie Mellon University,30700
"Psychology, General.",Carroll College,28500
"Psychology, General.",Carroll University,33400
"Psychology, General.",Carthage College,30000
"Psychology, General.",Case Western Reserve University,22000
"Psychology, General.",Catholic University of America,33600
"Psychology, General.",Cedar Crest College,28600
"Psychology, General.",Central Connecticut State University,29700
"Psychology, General.",Central Methodist University-College of Liberal Arts and Sciences,26100
"Psychology, General.",California State University-East Bay,35000
"Psychology, General.",College of the Holy Cross,36800
"Psychology, General.",Colorado Mesa University,30800
"Psychology, General.",Dixie State University,23100
"Psychology, General.",Dominican University,25900
"Psychology, General.",Dowling College,25900
"Psychology, General.",Drake University,29500
"Psychology, General.",Drew University,27700
"Psychology, General.",Drexel University,30900
"Psychology, General.",Drury University,27100
"Psychology, General.",Duke University,39100
"Psychology, General.",Duquesne University,27600
"Psychology, General.",East Carolina University,27100
"Psychology, General.",East Stroudsburg University of Pennsylvania,26200
"Psychology, General.",East Tennessee State University,23000
"Psychology, General.",Eastern Connecticut State University,28700
"Psychology, General.",Eastern Illinois University,24400
"Psychology, General.",Eastern Kentucky University,26100
"Psychology, General.",Eastern Michigan University,25800
"Psychology, General.",Eastern New Mexico University-Main Campus,22000
"Psychology, General.",Eastern Oregon University,29000
"Psychology, General.",Eastern University,22000
"Psychology, General.",Eastern Washington University,29100
"Psychology, General.",Eckerd College,23800
"Psychology, General.",Edgewood College,30500
"Psychology, General.",El Paso Community College,17600
"Psychology, General.",Elizabeth City State University,17200
"Psychology, General.",Elizabethtown College,22600
"Psychology, General.",Dickinson College,40900
"Psychology, General.",Colorado Christian University,33100
"Psychology, General.",Denison University,24800
"Psychology, General.",DeSales University,25600
"Psychology, General.",Colorado State University-Fort Collins,29200
"Psychology, General.",Colorado State University-Pueblo,27700
"Psychology, General.",Columbia College,25050
"Psychology, General.",Columbus State University,24500
"Psychology, General.",Community College of Philadelphia,26000
"Psychology, General.",Concord University,22500
"Psychology, General.",Concordia College at Moorhead,31400
"Psychology, General.",Concordia University-Chicago,23900
"Psychology, General.",Concordia University-Irvine,23600
"Psychology, General.",Concordia University-Nebraska,23700
"Psychology, General.",Concordia University-Portland,28600
"Psychology, General.",Concordia University-Saint Paul,27900
"Psychology, General.",Connecticut College,31700
"Psychology, General.",Converse College,19800
"Psychology, General.",Coppin State University,34200
"Psychology, General.",Corban University,22700
"Psychology, General.",Cornell University,43300
"Psychology, General.",Cornerstone University,28400
"Psychology, General.",Creighton University,25300
"Psychology, General.",Culver-Stockton College,27200
"Psychology, General.",Curry College,27800
"Psychology, General.",Dallas Baptist University,27700
"Psychology, General.",Dartmouth College,38900
"Psychology, General.",Davidson College,31500
"Psychology, General.",DePaul University,29600
"Psychology, General.",Delaware State University,28700
"Psychology, General.",Elmhurst College,28600
"Psychology, General.",California State University-Dominguez Hills,25100
"Psychology, General.",California State University-Channel Islands,28300
"Psychology, General.",Argosy University-Northern Virginia,23450
"Psychology, General.",Argosy University-Orange County,23450
"Psychology, General.",Argosy University-Phoenix,23450
"Psychology, General.",Argosy University-Phoenix Online Division,23450
"Psychology, General.",Argosy University-Salt Lake City,23450
"Psychology, General.",Argosy University-San Diego,23450
"Psychology, General.",Argosy University-San Francisco Bay Area,23450
"Psychology, General.",Argosy University-Sarasota,23450
"Psychology, General.",Argosy University-Schaumburg,23450
"Psychology, General.",Argosy University-Seattle,23450
"Psychology, General.",Argosy University-Tampa,23450
"Psychology, General.",Argosy University-Twin Cities,23450
"Psychology, General.",Arizona State University-Skysong,30800
"Psychology, General.",Arizona State University-Tempe,30800
"Psychology, General.",Arizona State University-West,30800
"Psychology, General.",Arkansas State University-Main Campus,22000
"Psychology, General.",Arkansas Tech University,23900
"Psychology, General.",Ashford University,31000
"Psychology, General.",Assumption College,34400
"Psychology, General.",Auburn University,24400
"Psychology, General.",Auburn University at Montgomery,23000
"Psychology, General.",Augsburg University,29500
"Psychology, General.",Augusta University,22400
"Psychology, General.",Augustana College,26400
"Psychology, General.",Aurora University,27400
"Psychology, General.",Argosy University-Nashville,23450
"Psychology, General.",Austin College,23800
"Psychology, General.",Argosy University-Los Angeles,23450
"Psychology, General.",Argosy University-Hawaii,23450
"Psychology, General.",Adelphi University,24800
"Psychology, General.",Agnes Scott College,31500
"Psychology, General.",Alabama State University,24000
"Psychology, General.",Albany State University,25200
"Psychology, General.",Albertus Magnus College,22000
"Psychology, General.",Albright College,26700
"Psychology, General.",Alfred University,21400
"Psychology, General.",Allegheny College,26900
"Psychology, General.",Alvernia University,31400
"Psychology, General.",Alverno College,29500
"Psychology, General.",American Public University System,39300
"Psychology, General.",American University,30700
"Psychology, General.",Anderson University,26000
"Psychology, General.",Angelo State University,28200
"Psychology, General.",Antioch University-Los Angeles,40000
"Psychology, General.",Antioch University-Midwest,40000
"Psychology, General.",Antioch University-Santa Barbara,40000
"Psychology, General.",Antioch University-Seattle,40000
"Psychology, General.",Appalachian State University,20200
"Psychology, General.",Aquinas College,23400
"Psychology, General.",Arcadia University,28800
"Psychology, General.",Argosy University-Atlanta,23450
"Psychology, General.",Argosy University-Chicago,23450
"Psychology, General.",Argosy University-Dallas,23450
"Psychology, General.",Argosy University-Denver,23450
"Psychology, General.",Argosy University-Inland Empire,23450
"Psychology, General.",California State University-Chico,36800
"Psychology, General.",Austin Peay State University,25300
"Psychology, General.",Azusa Pacific University,24000
"Psychology, General.",Brandman University,38700
"Psychology, General.",Bridgewater College,29700
"Psychology, General.",Bridgewater State University,31100
"Psychology, General.",Brigham Young University-Hawaii,26300
"Psychology, General.",Brigham Young University-Idaho,23500
"Psychology, General.",Brigham Young University-Provo,26700
"Psychology, General.",Bryn Mawr College,29600
"Psychology, General.",Bucknell University,36000
"Psychology, General.",Buena Vista University,25500
"Psychology, General.",CUNY Bernard M Baruch College,35000
"Psychology, General.",CUNY Brooklyn College,27700
"Psychology, General.",CUNY City College,30400
"Psychology, General.",CUNY Hunter College,27700
"Psychology, General.",CUNY LaGuardia Community College,24000
"Psychology, General.",CUNY Lehman College,31300
"Psychology, General.",CUNY Medgar Evers College,26900
"Psychology, General.",CUNY Queens College,29300
"Psychology, General.",CUNY York College,31900
"Psychology, General.",Cabrini University,28000
"Psychology, General.",Caldwell University,26100
"Psychology, General.",California Baptist University,24000
"Psychology, General.",California Lutheran University,26800
"Psychology, General.",California Polytechnic State University-San Luis Obispo,31400
"Psychology, General.",California State Polytechnic University-Pomona,31700
"Psychology, General.",California State University-Bakersfield,22700
"Psychology, General.",Brandeis University,35400
"Psychology, General.",Ave Maria University,25200
"Psychology, General.",Bradley University,30200
"Psychology, General.",Bowie State University,34000
"Psychology, General.",Baker College,27500
"Psychology, General.",Baldwin Wallace University,26300
"Psychology, General.",Ball State University,27500
"Psychology, General.",Barnard College,44000
"Psychology, General.",Barry University,25100
"Psychology, General.",Bates College,29400
"Psychology, General.",Bay Path University,34800
"Psychology, General.",Baylor University,25500
"Psychology, General.",Becker College,31700
"Psychology, General.",Bellarmine University,26600
"Psychology, General.",Beloit College,23900
"Psychology, General.",Bemidji State University,31900
"Psychology, General.",Benedictine College,29200
"Psychology, General.",Benedictine University,28900
"Psychology, General.",Berry College,25100
"Psychology, General.",Bethel University,28700
"Psychology, General.",Bethune-Cookman University,25300
"Psychology, General.",Binghamton University,36600
"Psychology, General.",Biola University,26500
"Psychology, General.",Black Hills State University,25500
"Psychology, General.",Bloomfield College,28800
"Psychology, General.",Bloomsburg University of Pennsylvania,30100
"Psychology, General.",Boise State University,26300
"Psychology, General.",Boston College,40800
"Psychology, General.",Boston University,33700
"Psychology, General.",Bowling Green State University-Main Campus,28100
"Psychology, General.",Elon University,18700
"Psychology, General.",Clarion University of Pennsylvania,27500
"Psychology, General.",Emporia State University,23000
"Psychology, General.",Mercy College,29100
"Psychology, General.",Mercyhurst University,26100
"Psychology, General.",Meredith College,29800
"Psychology, General.",Messiah College,23900
"Psychology, General.",Metropolitan State University,34200
"Psychology, General.",Metropolitan State University of Denver,30200
"Psychology, General.",Miami University-Oxford,29300
"Psychology, General.",Michigan State University,29400
"Psychology, General.",Middle Georgia State University,28100
"Psychology, General.",Middle Tennessee State University,27000
"Psychology, General.",Middlebury College,36700
"Psychology, General.",Midwestern State University,28500
"Psychology, General.",Millersville University of Pennsylvania,32450
"Psychology, General.",Minnesota State University Moorhead,29900
"Psychology, General.",Minnesota State University-Mankato,33200
"Psychology, General.",Mississippi College,19400
"Psychology, General.",Mississippi State University,22400
"Psychology, General.",Missouri Southern State University,27000
"Psychology, General.",Missouri State University-Springfield,26100
"Psychology, General.",Missouri Western State University,25300
"Psychology, General.",Monmouth University,31400
"Psychology, General.",Montana State University,28300
"Psychology, General.",Montclair State University,28000
"Psychology, General.",Morehead State University,20500
"Psychology, General.",Morgan State University,28700
"Psychology, General.",Merced College,16300
"Psychology, General.",Mount Holyoke College,29800
"Psychology, General.",McNeese State University,23800
"Psychology, General.",McDaniel College,28800
"Psychology, General.",Liberty University,27350
"Psychology, General.",Lindenwood University,24100
"Psychology, General.",Linfield College-McMinnville Campus,20100
"Psychology, General.",Lipscomb University,28100
"Psychology, General.",Lock Haven University,28400
"Psychology, General.",Long Island University,22600
"Psychology, General.",Longwood University,26500
"Psychology, General.",Louisiana State University and Agricultural & Mechanical College,29200
"Psychology, General.",Louisiana State University-Shreveport,19300
"Psychology, General.",Loyola Marymount University,27700
"Psychology, General.",Loyola University Chicago,29400
"Psychology, General.",Loyola University Maryland,31800
"Psychology, General.",Luther College,26700
"Psychology, General.",Lycoming College,27900
"Psychology, General.",Macalester College,29900
"Psychology, General.",Manhattan College,21500
"Psychology, General.",Manhattanville College,31100
"Psychology, General.",Mansfield University of Pennsylvania,30100
"Psychology, General.",Marist College,32700
"Psychology, General.",Marquette University,34900
"Psychology, General.",Marshall University,19100
"Psychology, General.",Mary Baldwin University,31200
"Psychology, General.",Marymount University,29800
"Psychology, General.",Maryville University of Saint Louis,22800
"Psychology, General.",Massachusetts College of Liberal Arts,28600
"Psychology, General.",McKendree University,28100
"Psychology, General.",Mount Saint Mary College,30700
"Psychology, General.",Mount Saint Mary's University,23200
"Psychology, General.",Mount Washington College,31000
"Psychology, General.",Northern Vermont University,33300
"Psychology, General.",Northwest Missouri State University,30500
"Psychology, General.",Northwest University,30500
"Psychology, General.",Northwest University-College of Adult and Professional Studies,30500
"Psychology, General.",Northwestern Oklahoma State University,24200
"Psychology, General.",Northwestern State University of Louisiana,25000
"Psychology, General.",Northwestern University,36000
"Psychology, General.",Norwich University,31400
"Psychology, General.",Notre Dame de Namur University,24400
"Psychology, General.",Nova Southeastern University,35050
"Psychology, General.",Oakland University,27000
"Psychology, General.",Oberlin College,20600
"Psychology, General.",Occidental College,28500
"Psychology, General.",Ohio Christian University,28000
"Psychology, General.",Ohio State University-Lima Campus,29100
"Psychology, General.",Ohio State University-Main Campus,29100
"Psychology, General.",Ohio State University-Mansfield Campus,29100
"Psychology, General.",Ohio State University-Marion Campus,29100
"Psychology, General.",Ohio State University-Newark Campus,29100
"Psychology, General.",Ohio University-Main Campus,26300
"Psychology, General.",Ohio Wesleyan University,27600
"Psychology, General.",Oklahoma City Community College,19600
"Psychology, General.",Oklahoma State University-Main Campus,27300
"Psychology, General.",Old Dominion University,27100
"Psychology, General.",Olivet Nazarene University,29000
"Psychology, General.",Northern Kentucky University,28500
"Psychology, General.",Northern Illinois University,28000
"Psychology, General.",Northern Arizona University,28100
"Psychology, General.",Northeastern University Lifelong Learning Network,36800
"Psychology, General.",Muhlenberg College,29400
"Psychology, General.",Muskingum University,27600
"Psychology, General.",Naropa University,12500
"Psychology, General.",National Louis University,40900
"Psychology, General.",National University,43200
"Psychology, General.",Nazareth College,29000
"Psychology, General.",Neumann University,25700
"Psychology, General.",Nevada State College,27800
"Psychology, General.",New Jersey City University,28200
"Psychology, General.",New Mexico State University-Main Campus,20300
"Psychology, General.",New York University,32450
"Psychology, General.",Newbury College,32600
"Psychology, General.",Lewis-Clark State College,23600
"Psychology, General.",Nicholls State University,24500
"Psychology, General.",North Carolina A & T State University,25700
"Psychology, General.",North Carolina Central University,26000
"Psychology, General.",Emory University,34300
"Psychology, General.",North Carolina Wesleyan College,31500
"Psychology, General.",North Central College,28500
"Psychology, General.",North Dakota State University-Main Campus,30600
"Psychology, General.",North Greenville University,25000
"Psychology, General.",North Park University,28500
"Psychology, General.",Northcentral University,67950
"Psychology, General.",Northeastern Illinois University,29400
"Psychology, General.",Northeastern State University,26800
"Psychology, General.",Northeastern University,36800
"Psychology, General.",Norfolk State University,31500
"Psychology, General.",Lewis University,33300
"Psychology, General.",North Carolina State University at Raleigh,23000
"Psychology, General.",Lesley University,29500
"Psychology, General.",George Fox University,29400
"Psychology, General.",George Mason University,50000
"Psychology, General.",George Washington University,35600
"Psychology, General.",Georgetown College,25300
"Psychology, General.",Georgetown University,39000
"Psychology, General.",Georgia Gwinnett College,27100
"Psychology, General.",Georgia Southern University,25000
"Psychology, General.",Georgia Southwestern State University,22800
"Psychology, General.",Georgia State University,25500
"Psychology, General.",Georgian Court University,28400
"Psychology, General.",Gettysburg College,34300
"Psychology, General.",Golden Gate University-San Francisco,55700
"Psychology, General.",Gonzaga University,29400
"Psychology, General.",Gordon College,29500
"Psychology, General.",Goucher College,26200
"Psychology, General.",Governors State University,27200
"Psychology, General.",Grace College and Theological Seminary,25500
"Psychology, General.",Grambling State University,21400
"Psychology, General.",Grand Valley State University,28000
"Psychology, General.",Grand View University,30800
"Psychology, General.",Granite State College,29400
"Psychology, General.",Grinnell College,24500
"Psychology, General.",Guilford College,25600
"Psychology, General.",Hamline University,34100
"Psychology, General.",Hampton University,26400
"Psychology, General.",Geneva College,21500
"Psychology, General.",Harding University,25600
"Psychology, General.",Gardner-Webb University,25100
"Psychology, General.",Franklin and Marshall College,38200
"Psychology, General.",Lewis & Clark College,24500
"Psychology, General.",Endicott College,34700
"Psychology, General.",Evangel University,18800
"Psychology, General.",Fairfield University,33300
"Psychology, General.",Fairleigh Dickinson University-Florham Campus,28600
"Psychology, General.",Fairleigh Dickinson University-Metropolitan Campus,28600
"Psychology, General.",Fairmont State University,24300
"Psychology, General.",Fayetteville State University,24000
"Psychology, General.",Ferris State University,24100
"Psychology, General.",Fitchburg State University,29300
"Psychology, General.",Flagler College-St Augustine,22500
"Psychology, General.",Florida Agricultural and Mechanical University,21600
"Psychology, General.",Florida Atlantic University,25900
"Psychology, General.",Florida Gulf Coast University,29000
"Psychology, General.",Florida International University,26000
"Psychology, General.",Florida Memorial University,21300
"Psychology, General.",Florida Southern College,24400
"Psychology, General.",Florida State University,40700
"Psychology, General.",Fordham University,36900
"Psychology, General.",Fort Hays State University,27800
"Psychology, General.",Fort Lewis College,19800
"Psychology, General.",Fort Valley State University,19200
"Psychology, General.",Framingham State University,31400
"Psychology, General.",Francis Marion University,23500
"Psychology, General.",Franklin Pierce University,23100
"Psychology, General.",Frostburg State University,30300
"Psychology, General.",Hawaii Pacific University,29100
"Psychology, General.",Gustavus Adolphus College,32500
"Psychology, General.",Hendrix College,19000
"Psychology, General.",Jackson State University,19000
"Psychology, General.",Jacksonville State University,23500
"Psychology, General.",Heidelberg University,26100
"Psychology, General.",John Carroll University,28600
"Psychology, General.",Johns Hopkins University,35500
"Psychology, General.",Kalamazoo College,23700
"Psychology, General.",Kansas State University,26000
"Psychology, General.",Kean University,28700
"Psychology, General.",Keene State College,27800
"Psychology, General.",Keiser University-Ft Lauderdale,33050
"Psychology, General.",Kennesaw State University,27800
"Psychology, General.",Kent State University at Kent,24200
"Psychology, General.",Ithaca College,27400
"Psychology, General.",Kentucky State University,21800
"Psychology, General.",Kutztown University of Pennsylvania,27000
"Psychology, General.",LIU Brooklyn,22600
"Psychology, General.",La Roche University,26500
"Psychology, General.",La Salle University,21800
"Psychology, General.",Lafayette College,40000
"Psychology, General.",Lamar University,30400
"Psychology, General.",Lander University,21900
"Psychology, General.",Lasell College,34600
"Psychology, General.",Le Moyne College,25900
"Psychology, General.",LeTourneau University,31100
"Psychology, General.",Lee University,25400
"Psychology, General.",Lehigh University,40000
"Psychology, General.",King's College,27800
"Psychology, General.",Iowa State University,30000
"Psychology, General.",James Madison University,29500
"Psychology, General.",Inter American University of Puerto Rico-Ponce,23900
"Psychology, General.",Hofstra University,29300
"Psychology, General.",Holy Family University,27000
"Psychology, General.",Hood College,21000
"Psychology, General.",Hope College,25400
"Psychology, General.",Houston Baptist University,30150
"Psychology, General.",Howard University,30500
"Psychology, General.",Humboldt State University,36800
"Psychology, General.",Iona College,27300
"Psychology, General.",Idaho State University,27200
"Psychology, General.",Illinois College,25200
"Psychology, General.",Illinois State University,29700
